"Year of inspection","Brand and model series","Registration year","Number of inspections","Average mileage","Median mileage","Rejection rate","Accepted cars","Rejected Cars"
"2020","Mazda CX-5","2004",.,.,.,.,.,.
"2020","Mazda CX-5","2005",.,.,.,.,.,.
"2020","Mazda CX-5","2006",.,.,.,.,.,.
"2020","Mazda CX-5","2007",.,.,.,.,.,.
"2020","Mazda CX-5","2008",.,.,.,.,.,.
"2020","Mazda CX-5","2009",.,.,.,.,.,.
"2020","Mazda CX-5","2010",.,.,.,.,.,.
"2020","Mazda CX-5","2011",.,.,.,.,.,.
"2020","Mazda CX-5","2012",148,153544,147264,5,140,8
"2020","Mazda CX-5","2014",.,.,.,.,.,.
"2020","Mazda CX-5","2013",296,142556,141007,7,276,20
"2020","Mazda CX-5","2015",270,100381,93212,2,264,6
"2020","Mazda CX-5","2016",.,.,.,.,.,.
"2020","Mazda CX-5","2017",263,54091,49902,2,259,4
"2020","Mazda CX-7","Years in total",341,189897,190168,31,234,107
"2020","Mazda CX-7","2002",.,.,.,.,.,.
"2020","Mazda CX-7","2003",.,.,.,.,.,.
"2020","Mazda CX-7","2004",.,.,.,.,.,.
"2020","Mazda CX-7","2005",.,.,.,.,.,.
"2020","Mazda CX-7","2006",.,.,.,.,.,.
"2020","Mazda CX-7","2007",138,194595,199063,33,92,46
"2020","Mazda CX-7","2008",.,.,.,.,.,.
"2020","Mazda CX-7","2009",.,.,.,.,.,.
"2020","Mazda CX-7","2010",.,.,.,.,.,.
"2020","Mazda CX-7","2011",.,.,.,.,.,.
"2020","Mazda CX-7","2012",.,.,.,.,.,.
"2020","Mazda CX-7","2014",.,.,.,.,.,.
"2020","Mazda CX-7","2013",.,.,.,.,.,.
"2020","Mazda CX-7","2015",.,.,.,.,.,.
"2020","Mazda CX-7","2016",.,.,.,.,.,.
"2020","Mazda CX-7","2017",.,.,.,.,.,.
"2020","Mazda MPV","Years in total",.,.,.,.,.,.
"2020","Mazda MPV","2002",.,.,.,.,.,.
"2020","Mazda MPV","2003",.,.,.,.,.,.
"2020","Mazda MPV","2004",.,.,.,.,.,.
"2020","Mazda MPV","2005",.,.,.,.,.,.
"2020","Mazda MPV","2006",.,.,.,.,.,.
"2020","Mazda MPV","2007",.,.,.,.,.,.
"2020","Mazda MPV","2008",.,.,.,.,.,.
"2020","Mazda MPV","2009",.,.,.,.,.,.
"2020","Mazda MPV","2010",.,.,.,.,.,.
"2020","Mazda MPV","2011",.,.,.,.,.,.
"2020","Mazda MPV","2012",.,.,.,.,.,.
"2020","Mazda MPV","2014",.,.,.,.,.,.
"2020","Mazda MPV","2013",.,.,.,.,.,.
"2020","Mazda MPV","2015",.,.,.,.,.,.
"2020","Mazda MPV","2016",.,.,.,.,.,.
"2020","Mazda MPV","2017",.,.,.,.,.,.
"2020","Mazda MX-5","Years in total",173,90792,90354,7,161,12
"2020","Mazda MX-5","2002",.,.,.,.,.,.
"2020","Mazda MX-5","2003",.,.,.,.,.,.
"2020","Mazda MX-5","2004",.,.,.,.,.,.
"2020","Mazda MX-5","2005",.,.,.,.,.,.
"2020","Mazda MX-5","2006",.,.,.,.,.,.
"2020","Mazda MX-5","2007",.,.,.,.,.,.
"2020","Mazda MX-5","2008",.,.,.,.,.,.
"2020","Mazda MX-5","2009",.,.,.,.,.,.
"2020","Mazda MX-5","2010",.,.,.,.,.,.
"2020","Mazda MX-5","2011",.,.,.,.,.,.
"2020","Mazda MX-5","2012",.,.,.,.,.,.
"2020","Mazda MX-5","2014",.,.,.,.,.,.
"2020","Mazda MX-5","2013",.,.,.,.,.,.
"2020","Mazda MX-5","2015",.,.,.,.,.,.
"2020","Mazda MX-5","2016",.,.,.,.,.,.
"2020","Mazda MX-5","2017",.,.,.,.,.,.
"2020","Mazda PREMACY","Years in total",.,.,.,.,.,.
"2020","Mazda PREMACY","2002",.,.,.,.,.,.
"2020","Mazda PREMACY","2003",.,.,.,.,.,.
"2020","Mazda PREMACY","2004",.,.,.,.,.,.
"2020","Mazda PREMACY","2005",.,.,.,.,.,.
"2020","Mazda PREMACY","2006",.,.,.,.,.,.
"2020","Mazda PREMACY","2007",.,.,.,.,.,.
"2020","Mazda PREMACY","2008",.,.,.,.,.,.
"2020","Mazda PREMACY","2009",.,.,.,.,.,.
"2020","Mazda PREMACY","2010",.,.,.,.,.,.
"2020","Mazda PREMACY","2011",.,.,.,.,.,.
"2020","Mazda PREMACY","2012",.,.,.,.,.,.
"2020","Mazda PREMACY","2014",.,.,.,.,.,.
"2020","Mazda PREMACY","2013",.,.,.,.,.,.
"2020","Mazda PREMACY","2015",.,.,.,.,.,.
"2020","Mazda PREMACY","2016",.,.,.,.,.,.
"2020","Mazda PREMACY","2017",.,.,.,.,.,.
"2020","Mazda RX-8","Years in total",.,.,.,.,.,.
"2020","Mazda RX-8","2002",.,.,.,.,.,.
"2020","Mazda RX-8","2003",.,.,.,.,.,.
"2020","Mazda RX-8","2004",.,.,.,.,.,.
"2020","Mazda RX-8","2005",.,.,.,.,.,.
"2020","Mazda RX-8","2006",.,.,.,.,.,.
"2020","Mazda RX-8","2007",.,.,.,.,.,.
"2020","Mazda RX-8","2008",.,.,.,.,.,.
"2020","Mazda RX-8","2009",.,.,.,.,.,.
"2020","Mazda RX-8","2010",.,.,.,.,.,.
"2020","Mazda RX-8","2011",.,.,.,.,.,.
"2020","Mazda RX-8","2012",.,.,.,.,.,.
"2020","Mazda RX-8","2014",.,.,.,.,.,.
"2020","Mazda RX-8","2013",.,.,.,.,.,.
"2020","Mazda RX-8","2015",.,.,.,.,.,.
"2020","Mazda RX-8","2016",.,.,.,.,.,.
"2020","Mazda RX-8","2017",.,.,.,.,.,.
"2020","Mercedes-Benz - Models in total","Years in total",82948,218918,200158,22,64906,18042
"2020","Mercedes-Benz - Models in total","2002",.,.,.,.,.,.
"2020","Mercedes-Benz - Models in total","2003",.,.,.,.,.,.
"2020","Mercedes-Benz - Models in total","2004",.,.,.,.,.,.
"2020","Mercedes-Benz - Models in total","2005",7597,279479,256345,36,4875,2722
"2020","Mercedes-Benz - Models in total","2006",8316,286500,269313,32,5615,2701
"2020","Mercedes-Benz - Models in total","2007",8286,269245,254328,31,5719,2567
"2020","Mercedes-Benz - Models in total","2008",9574,261686,246039,30,6717,2857
"2020","Mercedes-Benz - Models in total","2009",7381,238790,220816,23,5710,1671
"2020","Mercedes-Benz - Models in total","2010",8693,228376,213805,19,7010,1683
"2020","Mercedes-Benz - Models in total","2011",6164,216592,198814,18,5064,1100
"2020","Mercedes-Benz - Models in total","2012",4874,198375,176344,15,4143,731
"2020","Mercedes-Benz - Models in total","2014",2240,197205,150768,13,1950,290
"2020","Mercedes-Benz - Models in total","2013",4742,173641,145546,12,4196,546
"2020","Mercedes-Benz - Models in total","2015",6543,122339,97133,9,5930,613
"2020","Mercedes-Benz - Models in total","2016",1840,155676,107039,11,1634,206
"2020","Mercedes-Benz - Models in total","2017",6698,77067,56206,5,6343,355
"2020","Mercedes-Benz 200D","Years in total",900,135392,102698,10,810,90
"2020","Mercedes-Benz 200D","2002",.,.,.,.,.,.
"2020","Mercedes-Benz 200D","2003",.,.,.,.,.,.
"2020","Mercedes-Benz 200D","2004",.,.,.,.,.,.
"2020","Mercedes-Benz 200D","2005",.,.,.,.,.,.
"2020","Mercedes-Benz 200D","2006",.,.,.,.,.,.
"2020","Mercedes-Benz 200D","2007",.,.,.,.,.,.
"2020","Mercedes-Benz 200D","2008",.,.,.,.,.,.
"2020","Mercedes-Benz 200D","2009",.,.,.,.,.,.
"2020","Mercedes-Benz 200D","2010",.,.,.,.,.,.
"2020","Mercedes-Benz 200D","2011",.,.,.,.,.,.
"2020","Mercedes-Benz 200D","2012",.,.,.,.,.,.
"2020","Mercedes-Benz 200D","2014",.,.,.,.,.,.
"2020","Mercedes-Benz 200D","2013",.,.,.,.,.,.
"2020","Mercedes-Benz 200D","2015",122,131118,119173,17,101,21
"2020","Mercedes-Benz 200D","2016",122,164583,125227,16,103,19
"2020","Mercedes-Benz 200D","2017",656,130758,91131,8,606,50
"2020","Mercedes-Benz A","Years in total",6945,120943,110168,13,6057,888
"2020","Mercedes-Benz A","2002",.,.,.,.,.,.
"2020","Mercedes-Benz A","2003",.,.,.,.,.,.
"2020","Mercedes-Benz A","2004",.,.,.,.,.,.
"2020","Mercedes-Benz A","2005",981,182596,179473,26,723,258
"2020","Mercedes-Benz A","2006",634,174700,166792,25,478,156
"2020","Mercedes-Benz A","2007",396,166875,151072,21,311,85
"2020","Mercedes-Benz A","2008",503,153080,143880,19,408,95
"2020","Mercedes-Benz A","2009",453,131077,125216,15,386,67
"2020","Mercedes-Benz A","2010",669,118945,111812,12,592,77
"2020","Mercedes-Benz A","2011",362,101368,95460,11,322,40
"2020","Mercedes-Benz A","2012",389,114494,107313,7,360,29
"2020","Mercedes-Benz A","2014",212,94507,90638,3,206,6
"2020","Mercedes-Benz A","2013",648,105897,98257,6,609,39
"2020","Mercedes-Benz A","2015",675,73545,70404,2,661,14
"2020","Mercedes-Benz A","2016",140,64114,61323,2,137,3
"2020","Mercedes-Benz A","2017",883,44838,41158,2,864,19
"2020","Mercedes-Benz A AMG","Years in total",132,60669,56760,7,123,9
"2020","Mercedes-Benz A AMG","2002",.,.,.,.,.,.
"2020","Mercedes-Benz A AMG","2003",.,.,.,.,.,.
"2020","Mercedes-Benz A AMG","2004",.,.,.,.,.,.
"2020","Mercedes-Benz A AMG","2005",.,.,.,.,.,.
"2020","Mercedes-Benz A AMG","2006",.,.,.,.,.,.
"2020","Mercedes-Benz A AMG","2007",.,.,.,.,.,.
"2020","Mercedes-Benz A AMG","2008",.,.,.,.,.,.
"2020","Mercedes-Benz A AMG","2009",.,.,.,.,.,.
"2020","Mercedes-Benz A AMG","2010",.,.,.,.,.,.
"2020","Mercedes-Benz A AMG","2011",.,.,.,.,.,.
"2020","Mercedes-Benz A AMG","2012",.,.,.,.,.,.
"2020","Mercedes-Benz A AMG","2014",.,.,.,.,.,.
"2020","Mercedes-Benz A AMG","2013",.,.,.,.,.,.
"2020","Mercedes-Benz A AMG","2015",.,.,.,.,.,.
"2020","Mercedes-Benz A AMG","2016",.,.,.,.,.,.
"2020","Mercedes-Benz A AMG","2017",.,.,.,.,.,.
"2020","Mercedes-Benz B","Years in total",4528,154719,142297,19,3670,858
"2020","Mercedes-Benz B","2002",.,.,.,.,.,.
"2020","Mercedes-Benz B","2003",.,.,.,.,.,.
"2020","Mercedes-Benz B","2004",.,.,.,.,.,.
"2020","Mercedes-Benz B","2005",357,213092,195560,36,229,128
"2020","Mercedes-Benz B","2006",505,217090,202108,32,345,160
"2020","Mercedes-Benz B","2007",326,209200,202525,34,215,111
"2020","Mercedes-Benz B","2008",463,200632,192101,30,322,141
"2020","Mercedes-Benz B","2009",398,174178,163791,26,294,104
"2020","Mercedes-Benz B","2010",421,157314,150473,22,329,92
"2020","Mercedes-Benz B","2011",190,142504,131039,16,159,31
"2020","Mercedes-Benz B","2012",552,138781,128424,8,510,42
"2020","Mercedes-Benz B","2014",136,97797,88981,5,129,7
"2020","Mercedes-Benz B","2013",454,112049,104364,5,430,24
"2020","Mercedes-Benz B","2015",481,77661,69857,3,466,15
"2020","Mercedes-Benz B","2016",.,.,.,.,.,.
"2020","Mercedes-Benz B","2017",176,47449,38276,0,176,.
"2020","Mercedes-Benz C","Years in total",26924,218228,207871,25,20096,6828
"2020","Mercedes-Benz C","2002",.,.,.,.,.,.
"2020","Mercedes-Benz C","2003",.,.,.,.,.,.
"2020","Mercedes-Benz C","2004",.,.,.,.,.,.
"2020","Mercedes-Benz C","2005",2387,283740,264567,42,1374,1013
"2020","Mercedes-Benz C","2006",1810,287401,265769,43,1039,771
"2020","Mercedes-Benz C","2007",2867,245646,229734,34,1897,970
"2020","Mercedes-Benz C","2008",5157,258563,248586,31,3563,1594
"2020","Mercedes-Benz C","2009",2481,235801,229115,25,1850,631
"2020","Mercedes-Benz C","2010",2733,224503,219984,20,2184,549
"2020","Mercedes-Benz C","2011",2595,207533,204405,17,2157,438
"2020","Mercedes-Benz C","2012",1633,190305,184071,17,1356,277
"2020","Mercedes-Benz C","2014",516,154497,141357,13,450,66
"2020","Mercedes-Benz C","2013",954,166774,151981,14,819,135
"2020","Mercedes-Benz C","2015",2195,114361,104378,13,1903,292
"2020","Mercedes-Benz C","2016",345,97986,88351,10,311,34
"2020","Mercedes-Benz C","2017",1251,55793,49533,5,1193,58
"2020","Mercedes-Benz C AMG","Years in total",.,.,.,.,.,.
"2020","Mercedes-Benz C AMG","2002",.,.,.,.,.,.
"2020","Mercedes-Benz C AMG","2003",.,.,.,.,.,.
"2020","Mercedes-Benz C AMG","2004",.,.,.,.,.,.
"2020","Mercedes-Benz C AMG","2005",.,.,.,.,.,.
"2020","Mercedes-Benz C AMG","2006",.,.,.,.,.,.
"2020","Mercedes-Benz C AMG","2007",.,.,.,.,.,.
"2020","Mercedes-Benz C AMG","2008",.,.,.,.,.,.
"2020","Mercedes-Benz C AMG","2009",.,.,.,.,.,.
"2020","Mercedes-Benz C AMG","2010",.,.,.,.,.,.
"2020","Mercedes-Benz C AMG","2011",.,.,.,.,.,.
"2020","Mercedes-Benz C AMG","2012",.,.,.,.,.,.
"2020","Mercedes-Benz C AMG","2014",.,.,.,.,.,.
"2020","Mercedes-Benz C AMG","2013",.,.,.,.,.,.
"2020","Mercedes-Benz C AMG","2015",.,.,.,.,.,.
"2020","Mercedes-Benz C AMG","2016",.,.,.,.,.,.
"2020","Mercedes-Benz C AMG","2017",.,.,.,.,.,.
"2020","Mercedes-Benz CL","Years in total",241,150884,150394,21,191,50
"2020","Mercedes-Benz CL","2002",.,.,.,.,.,.
"2020","Mercedes-Benz CL","2003",.,.,.,.,.,.
"2020","Mercedes-Benz CL","2004",.,.,.,.,.,.
"2020","Mercedes-Benz CL","2005",.,.,.,.,.,.
"2020","Mercedes-Benz CL","2006",.,.,.,.,.,.
"2020","Mercedes-Benz CL","2007",.,.,.,.,.,.
"2020","Mercedes-Benz CL","2008",.,.,.,.,.,.
"2020","Mercedes-Benz CL","2009",.,.,.,.,.,.
"2020","Mercedes-Benz CL","2010",.,.,.,.,.,.
"2020","Mercedes-Benz CL","2011",.,.,.,.,.,.
"2020","Mercedes-Benz CL","2012",.,.,.,.,.,.
"2020","Mercedes-Benz CL","2014",.,.,.,.,.,.
"2020","Mercedes-Benz CL","2013",.,.,.,.,.,.
"2020","Mercedes-Benz CL","2015",.,.,.,.,.,.
"2020","Mercedes-Benz CL","2016",.,.,.,.,.,.
"2020","Mercedes-Benz CL","2017",.,.,.,.,.,.
"2020","Mercedes-Benz CLA","Years in total",1596,81834,74892,4,1527,69
"2020","Mercedes-Benz CLA","2002",.,.,.,.,.,.
"2020","Mercedes-Benz CLA","2003",.,.,.,.,.,.
"2020","Mercedes-Benz CLA","2004",.,.,.,.,.,.
"2020","Mercedes-Benz CLA","2005",.,.,.,.,.,.
"2020","Mercedes-Benz CLA","2006",.,.,.,.,.,.
"2020","Mercedes-Benz CLA","2007",.,.,.,.,.,.
"2020","Mercedes-Benz CLA","2008",.,.,.,.,.,.
"2020","Mercedes-Benz CLA","2009",.,.,.,.,.,.
"2020","Mercedes-Benz CLA","2010",.,.,.,.,.,.
"2020","Mercedes-Benz CLA","2011",.,.,.,.,.,.
"2020","Mercedes-Benz CLA","2012",.,.,.,.,.,.
"2020","Mercedes-Benz CLA","2014",.,.,.,.,.,.
"2020","Mercedes-Benz CLA","2013",219,115353,108479,5,207,12
"2020","Mercedes-Benz CLA","2015",662,87999,83989,4,637,25
"2020","Mercedes-Benz CLA","2016",135,80690,75683,6,127,8
"2020","Mercedes-Benz CLA","2017",497,53367,48677,3,482,15
"2020","Mercedes-Benz CLK","Years in total",454,200169,185667,33,305,149
"2020","Mercedes-Benz CLK","2002",.,.,.,.,.,.
"2020","Mercedes-Benz CLK","2003",.,.,.,.,.,.
"2020","Mercedes-Benz CLK","2004",.,.,.,.,.,.
"2020","Mercedes-Benz CLK","2005",164,221414,200750,34,109,55
"2020","Mercedes-Benz CLK","2006",130,198483,180142,33,87,43
"2020","Mercedes-Benz CLK","2007",.,.,.,.,.,.
"2020","Mercedes-Benz CLK","2008",.,.,.,.,.,.
"2020","Mercedes-Benz CLK","2009",.,.,.,.,.,.
"2020","Mercedes-Benz CLK","2010",.,.,.,.,.,.
"2020","Mercedes-Benz CLK","2011",.,.,.,.,.,.
"2020","Mercedes-Benz CLK","2012",.,.,.,.,.,.
"2020","Mercedes-Benz CLK","2014",.,.,.,.,.,.
"2020","Mercedes-Benz CLK","2013",.,.,.,.,.,.
"2020","Mercedes-Benz CLK","2015",.,.,.,.,.,.
"2020","Mercedes-Benz CLK","2016",.,.,.,.,.,.
"2020","Mercedes-Benz CLK","2017",.,.,.,.,.,.
"2020","Mercedes-Benz CLS","Years in total",1580,197423,187543,25,1192,388
"2020","Mercedes-Benz CLS","2002",.,.,.,.,.,.
"2020","Mercedes-Benz CLS","2003",.,.,.,.,.,.
"2020","Mercedes-Benz CLS","2004",.,.,.,.,.,.
"2020","Mercedes-Benz CLS","2005",344,222717,212335,38,214,130
"2020","Mercedes-Benz CLS","2006",276,240969,234847,30,192,84
"2020","Mercedes-Benz CLS","2007",169,234061,222898,29,120,49
"2020","Mercedes-Benz CLS","2008",145,223043,210249,28,104,41
"2020","Mercedes-Benz CLS","2009",.,.,.,.,.,.
"2020","Mercedes-Benz CLS","2010",.,.,.,.,.,.
"2020","Mercedes-Benz CLS","2011",201,167518,163637,17,167,34
"2020","Mercedes-Benz CLS","2012",112,158594,161818,10,101,11
"2020","Mercedes-Benz CLS","2014",.,.,.,.,.,.
"2020","Mercedes-Benz CLS","2013",113,153983,147022,11,101,12
"2020","Mercedes-Benz CLS","2015",105,110402,100933,9,96,9
"2020","Mercedes-Benz CLS","2016",.,.,.,.,.,.
"2020","Mercedes-Benz CLS","2017",.,.,.,.,.,.
"2020","Mercedes-Benz E","Years in total",22803,270485,255324,23,17510,5293
"2020","Mercedes-Benz E","2002",.,.,.,.,.,.
"2020","Mercedes-Benz E","2003",.,.,.,.,.,.
"2020","Mercedes-Benz E","2004",.,.,.,.,.,.
"2020","Mercedes-Benz E","2005",2166,357318,340688,36,1382,784
"2020","Mercedes-Benz E","2006",2586,347020,335027,35,1682,904
"2020","Mercedes-Benz E","2007",2251,329692,309592,35,1457,794
"2020","Mercedes-Benz E","2008",1656,335434,320488,35,1076,580
"2020","Mercedes-Benz E","2009",2639,270337,247191,22,2064,575
"2020","Mercedes-Benz E","2010",3693,255047,240405,19,3007,686
"2020","Mercedes-Benz E","2011",1806,249487,229018,17,1495,311
"2020","Mercedes-Benz E","2012",1137,241330,218039,15,968,169
"2020","Mercedes-Benz E","2014",683,226170,188615,13,593,90
"2020","Mercedes-Benz E","2013",1505,205491,181063,12,1319,186
"2020","Mercedes-Benz E","2015",948,175515,137473,9,861,87
"2020","Mercedes-Benz E","2016",369,184781,162821,12,326,43
"2020","Mercedes-Benz E","2017",1364,87824,65255,6,1280,84
"2020","Mercedes-Benz GL","Years in total",593,253255,247768,21,471,122
"2020","Mercedes-Benz GL","2002",.,.,.,.,.,.
"2020","Mercedes-Benz GL","2003",.,.,.,.,.,.
"2020","Mercedes-Benz GL","2004",.,.,.,.,.,.
"2020","Mercedes-Benz GL","2005",.,.,.,.,.,.
"2020","Mercedes-Benz GL","2006",.,.,.,.,.,.
"2020","Mercedes-Benz GL","2007",242,279719,273653,21,192,50
"2020","Mercedes-Benz GL","2008",.,.,.,.,.,.
"2020","Mercedes-Benz GL","2009",.,.,.,.,.,.
"2020","Mercedes-Benz GL","2010",.,.,.,.,.,.
"2020","Mercedes-Benz GL","2011",.,.,.,.,.,.
"2020","Mercedes-Benz GL","2012",.,.,.,.,.,.
"2020","Mercedes-Benz GL","2014",.,.,.,.,.,.
"2020","Mercedes-Benz GL","2013",.,.,.,.,.,.
"2020","Mercedes-Benz GL","2015",.,.,.,.,.,.
"2020","Mercedes-Benz GL","2016",.,.,.,.,.,.
"2020","Mercedes-Benz GL","2017",.,.,.,.,.,.
"2020","Mercedes-Benz GLA","Years in total",515,69120,63441,2,506,9
"2020","Mercedes-Benz GLA","2002",.,.,.,.,.,.
"2020","Mercedes-Benz GLA","2003",.,.,.,.,.,.
"2020","Mercedes-Benz GLA","2004",.,.,.,.,.,.
"2020","Mercedes-Benz GLA","2005",.,.,.,.,.,.
"2020","Mercedes-Benz GLA","2006",.,.,.,.,.,.
"2020","Mercedes-Benz GLA","2007",.,.,.,.,.,.
"2020","Mercedes-Benz GLA","2008",.,.,.,.,.,.
"2020","Mercedes-Benz GLA","2009",.,.,.,.,.,.
"2020","Mercedes-Benz GLA","2010",.,.,.,.,.,.
"2020","Mercedes-Benz GLA","2011",.,.,.,.,.,.
"2020","Mercedes-Benz GLA","2012",.,.,.,.,.,.
"2020","Mercedes-Benz GLA","2014",.,.,.,.,.,.
"2020","Mercedes-Benz GLA","2013",.,.,.,.,.,.
"2020","Mercedes-Benz GLA","2015",298,76533,71147,2,293,5
"2020","Mercedes-Benz GLA","2016",.,.,.,.,.,.
"2020","Mercedes-Benz GLA","2017",140,43882,41336,1,139,1
"2020","Mercedes-Benz GLC","Years in total",1309,70900,63431,7,1219,90
"2020","Mercedes-Benz GLC","2002",.,.,.,.,.,.
"2020","Mercedes-Benz GLC","2003",.,.,.,.,.,.
"2020","Mercedes-Benz GLC","2004",.,.,.,.,.,.
"2020","Mercedes-Benz GLC","2005",.,.,.,.,.,.
"2020","Mercedes-Benz GLC","2006",.,.,.,.,.,.
"2020","Mercedes-Benz GLC","2007",.,.,.,.,.,.
"2020","Mercedes-Benz GLC","2008",.,.,.,.,.,.
"2020","Mercedes-Benz GLC","2009",.,.,.,.,.,.
"2020","Mercedes-Benz GLC","2010",.,.,.,.,.,.
"2020","Mercedes-Benz GLC","2011",.,.,.,.,.,.
"2020","Mercedes-Benz GLC","2012",.,.,.,.,.,.
"2020","Mercedes-Benz GLC","2014",.,.,.,.,.,.
"2020","Mercedes-Benz GLC","2013",.,.,.,.,.,.
"2020","Mercedes-Benz GLC","2015",207,106615,102584,15,176,31
"2020","Mercedes-Benz GLC","2016",111,94827,88867,13,97,14
"2020","Mercedes-Benz GLC","2017",991,60763,56986,5,946,45
"2020","Mercedes-Benz GLE","Years in total",306,82223,76532,4,295,11
"2020","Mercedes-Benz GLE","2002",.,.,.,.,.,.
"2020","Mercedes-Benz GLE","2003",.,.,.,.,.,.
"2020","Mercedes-Benz GLE","2004",.,.,.,.,.,.
"2020","Mercedes-Benz GLE","2005",.,.,.,.,.,.
"2020","Mercedes-Benz GLE","2006",.,.,.,.,.,.
"2020","Mercedes-Benz GLE","2007",.,.,.,.,.,.
"2020","Mercedes-Benz GLE","2008",.,.,.,.,.,.
"2020","Mercedes-Benz GLE","2009",.,.,.,.,.,.
"2020","Mercedes-Benz GLE","2010",.,.,.,.,.,.
"2020","Mercedes-Benz GLE","2011",.,.,.,.,.,.
"2020","Mercedes-Benz GLE","2012",.,.,.,.,.,.
"2020","Mercedes-Benz GLE","2014",.,.,.,.,.,.
"2020","Mercedes-Benz GLE","2013",.,.,.,.,.,.
"2020","Mercedes-Benz GLE","2015",105,106147,100927,7,98,7
"2020","Mercedes-Benz GLE","2016",.,.,.,.,.,.
"2020","Mercedes-Benz GLE","2017",141,60721,58027,3,137,4
"2020","Mercedes-Benz GLK","Years in total",2311,189934,185267,20,1854,457
"2020","Mercedes-Benz GLK","2002",.,.,.,.,.,.
"2020","Mercedes-Benz GLK","2003",.,.,.,.,.,.
"2020","Mercedes-Benz GLK","2004",.,.,.,.,.,.
"2020","Mercedes-Benz GLK","2005",.,.,.,.,.,.
"2020","Mercedes-Benz GLK","2006",.,.,.,.,.,.
"2020","Mercedes-Benz GLK","2007",.,.,.,.,.,.
"2020","Mercedes-Benz GLK","2008",200,218670,215058,21,159,41
"2020","Mercedes-Benz GLK","2009",568,218335,209898,19,460,108
"2020","Mercedes-Benz GLK","2010",473,197756,194874,24,360,113
"2020","Mercedes-Benz GLK","2011",306,190448,188147,27,222,84
"2020","Mercedes-Benz GLK","2012",404,168776,162861,18,333,71
"2020","Mercedes-Benz GLK","2014",.,.,.,.,.,.
"2020","Mercedes-Benz GLK","2013",240,152481,150900,11,214,26
"2020","Mercedes-Benz GLK","2015",.,.,.,.,.,.
"2020","Mercedes-Benz GLK","2016",.,.,.,.,.,.
"2020","Mercedes-Benz GLK","2017",.,.,.,.,.,.
"2020","Mercedes-Benz M","Years in total",3752,253010,246458,22,2945,807
"2020","Mercedes-Benz M","2002",.,.,.,.,.,.
"2020","Mercedes-Benz M","2003",.,.,.,.,.,.
"2020","Mercedes-Benz M","2004",.,.,.,.,.,.
"2020","Mercedes-Benz M","2005",440,289612,286408,30,307,133
"2020","Mercedes-Benz M","2006",964,290571,284877,24,736,228
"2020","Mercedes-Benz M","2007",757,277265,270311,25,570,187
"2020","Mercedes-Benz M","2008",434,257068,250762,23,334,100
"2020","Mercedes-Benz M","2009",179,239092,232108,17,148,31
"2020","Mercedes-Benz M","2010",146,224162,223129,18,120,26
"2020","Mercedes-Benz M","2011",223,197252,192065,16,188,35
"2020","Mercedes-Benz M","2012",304,183825,178828,13,263,41
"2020","Mercedes-Benz M","2014",.,.,.,.,.,.
"2020","Mercedes-Benz M","2013",174,161009,159094,9,159,15
"2020","Mercedes-Benz M","2015",.,.,.,.,.,.
"2020","Mercedes-Benz M","2016",.,.,.,.,.,.
"2020","Mercedes-Benz M","2017",.,.,.,.,.,.
"2020","Mercedes-Benz R","Years in total",1166,272808,264527,21,917,249
"2020","Mercedes-Benz R","2002",.,.,.,.,.,.
"2020","Mercedes-Benz R","2003",.,.,.,.,.,.
"2020","Mercedes-Benz R","2004",.,.,.,.,.,.
"2020","Mercedes-Benz R","2005",.,.,.,.,.,.
"2020","Mercedes-Benz R","2006",409,288167,288132,22,318,91
"2020","Mercedes-Benz R","2007",333,284948,268016,21,264,69
"2020","Mercedes-Benz R","2008",185,268247,261243,26,136,49
"2020","Mercedes-Benz R","2009",.,.,.,.,.,.
"2020","Mercedes-Benz R","2010",.,.,.,.,.,.
"2020","Mercedes-Benz R","2011",.,.,.,.,.,.
"2020","Mercedes-Benz R","2012",.,.,.,.,.,.
"2020","Mercedes-Benz R","2014",.,.,.,.,.,.
"2020","Mercedes-Benz R","2013",.,.,.,.,.,.
"2020","Mercedes-Benz R","2015",.,.,.,.,.,.
"2020","Mercedes-Benz R","2016",.,.,.,.,.,.
"2020","Mercedes-Benz R","2017",.,.,.,.,.,.
"2020","Mercedes-Benz S","Years in total",1580,206114,199647,20,1259,321
"2020","Mercedes-Benz S","2002",.,.,.,.,.,.
"2020","Mercedes-Benz S","2003",.,.,.,.,.,.
"2020","Mercedes-Benz S","2004",.,.,.,.,.,.
"2020","Mercedes-Benz S","2005",125,226294,202616,33,84,41
"2020","Mercedes-Benz S","2006",406,235088,232175,21,321,85
"2020","Mercedes-Benz S","2007",305,238864,237249,24,232,73
"2020","Mercedes-Benz S","2008",170,227275,218914,22,132,38
"2020","Mercedes-Benz S","2009",135,207689,194711,21,106,29
"2020","Mercedes-Benz S","2010",103,206420,203683,17,85,18
"2020","Mercedes-Benz S","2011",.,.,.,.,.,.
"2020","Mercedes-Benz S","2012",.,.,.,.,.,.
"2020","Mercedes-Benz S","2014",.,.,.,.,.,.
"2020","Mercedes-Benz S","2013",.,.,.,.,.,.
"2020","Mercedes-Benz S","2015",103,96178,86192,8,95,8
"2020","Mercedes-Benz S","2016",.,.,.,.,.,.
"2020","Mercedes-Benz S","2017",.,.,.,.,.,.
"2020","Mercedes-Benz SL","Years in total",.,.,.,.,.,.
