"Year of inspection","Brand and model series","Registration year","Number of inspections","Average mileage","Median mileage","Rejection rate","Accepted cars","Rejected Cars"
"2020","Fiat - Models in total","2016",.,.,.,.,.,.
"2020","Fiat - Models in total","2017",269,35551,33211,6,254,15
"2020","Fiat 500","Years in total",1469,90903,84044,29,1045,424
"2020","Fiat 500","2002",.,.,.,.,.,.
"2020","Fiat 500","2003",.,.,.,.,.,.
"2020","Fiat 500","2004",.,.,.,.,.,.
"2020","Fiat 500","2005",.,.,.,.,.,.
"2020","Fiat 500","2006",.,.,.,.,.,.
"2020","Fiat 500","2007",.,.,.,.,.,.
"2020","Fiat 500","2008",313,130919,127883,35,204,109
"2020","Fiat 500","2009",143,110639,106936,31,98,45
"2020","Fiat 500","2010",214,108363,97568,33,143,71
"2020","Fiat 500","2011",247,86948,82923,38,153,94
"2020","Fiat 500","2012",134,81178,79170,32,91,43
"2020","Fiat 500","2014",.,.,.,.,.,.
"2020","Fiat 500","2013",114,72242,67618,22,89,25
"2020","Fiat 500","2015",121,49031,45526,16,102,19
"2020","Fiat 500","2016",.,.,.,.,.,.
"2020","Fiat 500","2017",138,29878,27649,6,130,8
"2020","Fiat 500L","Years in total",.,.,.,.,.,.
"2020","Fiat 500L","2002",.,.,.,.,.,.
"2020","Fiat 500L","2003",.,.,.,.,.,.
"2020","Fiat 500L","2004",.,.,.,.,.,.
"2020","Fiat 500L","2005",.,.,.,.,.,.
"2020","Fiat 500L","2006",.,.,.,.,.,.
"2020","Fiat 500L","2007",.,.,.,.,.,.
"2020","Fiat 500L","2008",.,.,.,.,.,.
"2020","Fiat 500L","2009",.,.,.,.,.,.
"2020","Fiat 500L","2010",.,.,.,.,.,.
"2020","Fiat 500L","2011",.,.,.,.,.,.
"2020","Fiat 500L","2012",.,.,.,.,.,.
"2020","Fiat 500L","2014",.,.,.,.,.,.
"2020","Fiat 500L","2013",.,.,.,.,.,.
"2020","Fiat 500L","2015",.,.,.,.,.,.
"2020","Fiat 500L","2016",.,.,.,.,.,.
"2020","Fiat 500L","2017",.,.,.,.,.,.
"2020","Fiat ALBEA","Years in total",508,130375,122152,29,360,148
"2020","Fiat ALBEA","2002",.,.,.,.,.,.
"2020","Fiat ALBEA","2003",.,.,.,.,.,.
"2020","Fiat ALBEA","2004",.,.,.,.,.,.
"2020","Fiat ALBEA","2005",.,.,.,.,.,.
"2020","Fiat ALBEA","2006",.,.,.,.,.,.
"2020","Fiat ALBEA","2007",422,129752,122355,30,297,125
"2020","Fiat ALBEA","2008",.,.,.,.,.,.
"2020","Fiat ALBEA","2009",.,.,.,.,.,.
"2020","Fiat ALBEA","2010",.,.,.,.,.,.
"2020","Fiat ALBEA","2011",.,.,.,.,.,.
"2020","Fiat ALBEA","2012",.,.,.,.,.,.
"2020","Fiat ALBEA","2014",.,.,.,.,.,.
"2020","Fiat ALBEA","2013",.,.,.,.,.,.
"2020","Fiat ALBEA","2015",.,.,.,.,.,.
"2020","Fiat ALBEA","2016",.,.,.,.,.,.
"2020","Fiat ALBEA","2017",.,.,.,.,.,.
"2020","Fiat BRAVA","Years in total",.,.,.,.,.,.
"2020","Fiat BRAVA","2002",.,.,.,.,.,.
"2020","Fiat BRAVA","2003",.,.,.,.,.,.
"2020","Fiat BRAVA","2004",.,.,.,.,.,.
"2020","Fiat BRAVA","2005",.,.,.,.,.,.
"2020","Fiat BRAVA","2006",.,.,.,.,.,.
"2020","Fiat BRAVA","2007",.,.,.,.,.,.
"2020","Fiat BRAVA","2008",.,.,.,.,.,.
"2020","Fiat BRAVA","2009",.,.,.,.,.,.
"2020","Fiat BRAVA","2010",.,.,.,.,.,.
"2020","Fiat BRAVA","2011",.,.,.,.,.,.
"2020","Fiat BRAVA","2012",.,.,.,.,.,.
"2020","Fiat BRAVA","2014",.,.,.,.,.,.
"2020","Fiat BRAVA","2013",.,.,.,.,.,.
"2020","Fiat BRAVA","2015",.,.,.,.,.,.
"2020","Fiat BRAVA","2016",.,.,.,.,.,.
"2020","Fiat BRAVA","2017",.,.,.,.,.,.
"2020","Fiat BRAVO","Years in total",938,165630,159188,34,616,322
"2020","Fiat BRAVO","2002",.,.,.,.,.,.
"2020","Fiat BRAVO","2003",.,.,.,.,.,.
"2020","Fiat BRAVO","2004",.,.,.,.,.,.
"2020","Fiat BRAVO","2005",.,.,.,.,.,.
"2020","Fiat BRAVO","2006",.,.,.,.,.,.
"2020","Fiat BRAVO","2007",.,.,.,.,.,.
"2020","Fiat BRAVO","2008",409,184142,176299,35,265,144
"2020","Fiat BRAVO","2009",159,168757,158440,31,109,50
"2020","Fiat BRAVO","2010",216,137596,131914,31,148,68
"2020","Fiat BRAVO","2011",.,.,.,.,.,.
"2020","Fiat BRAVO","2012",.,.,.,.,.,.
"2020","Fiat BRAVO","2014",.,.,.,.,.,.
"2020","Fiat BRAVO","2013",.,.,.,.,.,.
"2020","Fiat BRAVO","2015",.,.,.,.,.,.
"2020","Fiat BRAVO","2016",.,.,.,.,.,.
"2020","Fiat BRAVO","2017",.,.,.,.,.,.
"2020","Fiat CROMA","Years in total",573,213085,206187,33,383,190
"2020","Fiat CROMA","2002",.,.,.,.,.,.
"2020","Fiat CROMA","2003",.,.,.,.,.,.
"2020","Fiat CROMA","2004",.,.,.,.,.,.
"2020","Fiat CROMA","2005",.,.,.,.,.,.
"2020","Fiat CROMA","2006",271,216331,208020,34,179,92
"2020","Fiat CROMA","2007",131,214152,208095,34,87,44
"2020","Fiat CROMA","2008",126,209259,200662,31,87,39
"2020","Fiat CROMA","2009",.,.,.,.,.,.
"2020","Fiat CROMA","2010",.,.,.,.,.,.
"2020","Fiat CROMA","2011",.,.,.,.,.,.
"2020","Fiat CROMA","2012",.,.,.,.,.,.
"2020","Fiat CROMA","2014",.,.,.,.,.,.
"2020","Fiat CROMA","2013",.,.,.,.,.,.
"2020","Fiat CROMA","2015",.,.,.,.,.,.
"2020","Fiat CROMA","2016",.,.,.,.,.,.
"2020","Fiat CROMA","2017",.,.,.,.,.,.
"2020","Fiat DUCATO","Years in total",.,.,.,.,.,.
"2020","Fiat DUCATO","2002",.,.,.,.,.,.
"2020","Fiat DUCATO","2003",.,.,.,.,.,.
"2020","Fiat DUCATO","2004",.,.,.,.,.,.
"2020","Fiat DUCATO","2005",.,.,.,.,.,.
"2020","Fiat DUCATO","2006",.,.,.,.,.,.
"2020","Fiat DUCATO","2007",.,.,.,.,.,.
"2020","Fiat DUCATO","2008",.,.,.,.,.,.
"2020","Fiat DUCATO","2009",.,.,.,.,.,.
"2020","Fiat DUCATO","2010",.,.,.,.,.,.
"2020","Fiat DUCATO","2011",.,.,.,.,.,.
"2020","Fiat DUCATO","2012",.,.,.,.,.,.
"2020","Fiat DUCATO","2014",.,.,.,.,.,.
"2020","Fiat DUCATO","2013",.,.,.,.,.,.
"2020","Fiat DUCATO","2015",.,.,.,.,.,.
"2020","Fiat DUCATO","2016",.,.,.,.,.,.
"2020","Fiat DUCATO","2017",.,.,.,.,.,.
"2020","Fiat FREEMONT","Years in total",.,.,.,.,.,.
"2020","Fiat FREEMONT","2002",.,.,.,.,.,.
"2020","Fiat FREEMONT","2003",.,.,.,.,.,.
"2020","Fiat FREEMONT","2004",.,.,.,.,.,.
"2020","Fiat FREEMONT","2005",.,.,.,.,.,.
"2020","Fiat FREEMONT","2006",.,.,.,.,.,.
"2020","Fiat FREEMONT","2007",.,.,.,.,.,.
"2020","Fiat FREEMONT","2008",.,.,.,.,.,.
"2020","Fiat FREEMONT","2009",.,.,.,.,.,.
"2020","Fiat FREEMONT","2010",.,.,.,.,.,.
"2020","Fiat FREEMONT","2011",.,.,.,.,.,.
"2020","Fiat FREEMONT","2012",.,.,.,.,.,.
"2020","Fiat FREEMONT","2014",.,.,.,.,.,.
"2020","Fiat FREEMONT","2013",.,.,.,.,.,.
"2020","Fiat FREEMONT","2015",.,.,.,.,.,.
"2020","Fiat FREEMONT","2016",.,.,.,.,.,.
"2020","Fiat FREEMONT","2017",.,.,.,.,.,.
"2020","Fiat LINEA","Years in total",1033,154061,143818,25,778,255
"2020","Fiat LINEA","2002",.,.,.,.,.,.
"2020","Fiat LINEA","2003",.,.,.,.,.,.
"2020","Fiat LINEA","2004",.,.,.,.,.,.
"2020","Fiat LINEA","2005",.,.,.,.,.,.
"2020","Fiat LINEA","2006",.,.,.,.,.,.
"2020","Fiat LINEA","2007",.,.,.,.,.,.
"2020","Fiat LINEA","2008",500,156936,148133,25,377,123
"2020","Fiat LINEA","2009",281,158600,139654,21,223,58
"2020","Fiat LINEA","2010",191,129259,123236,30,134,57
"2020","Fiat LINEA","2011",.,.,.,.,.,.
"2020","Fiat LINEA","2012",.,.,.,.,.,.
"2020","Fiat LINEA","2014",.,.,.,.,.,.
"2020","Fiat LINEA","2013",.,.,.,.,.,.
"2020","Fiat LINEA","2015",.,.,.,.,.,.
"2020","Fiat LINEA","2016",.,.,.,.,.,.
"2020","Fiat LINEA","2017",.,.,.,.,.,.
"2020","Fiat PANDA","Years in total",745,126941,123164,32,503,242
"2020","Fiat PANDA","2002",.,.,.,.,.,.
"2020","Fiat PANDA","2003",.,.,.,.,.,.
"2020","Fiat PANDA","2004",.,.,.,.,.,.
"2020","Fiat PANDA","2005",278,147964,143717,39,170,108
"2020","Fiat PANDA","2006",.,.,.,.,.,.
"2020","Fiat PANDA","2007",.,.,.,.,.,.
"2020","Fiat PANDA","2008",.,.,.,.,.,.
"2020","Fiat PANDA","2009",.,.,.,.,.,.
"2020","Fiat PANDA","2010",114,113009,105970,33,76,38
"2020","Fiat PANDA","2011",.,.,.,.,.,.
"2020","Fiat PANDA","2012",.,.,.,.,.,.
"2020","Fiat PANDA","2014",.,.,.,.,.,.
"2020","Fiat PANDA","2013",.,.,.,.,.,.
"2020","Fiat PANDA","2015",.,.,.,.,.,.
"2020","Fiat PANDA","2016",.,.,.,.,.,.
"2020","Fiat PANDA","2017",.,.,.,.,.,.
"2020","Fiat PUNTO","Years in total",10095,135882,130217,28,7298,2797
"2020","Fiat PUNTO","2002",.,.,.,.,.,.
"2020","Fiat PUNTO","2003",.,.,.,.,.,.
"2020","Fiat PUNTO","2004",.,.,.,.,.,.
"2020","Fiat PUNTO","2005",2316,150489,147229,31,1606,710
"2020","Fiat PUNTO","2006",2393,147272,142887,31,1652,741
"2020","Fiat PUNTO","2007",1509,140457,137724,29,1069,440
"2020","Fiat PUNTO","2008",1754,130242,123230,22,1364,390
"2020","Fiat PUNTO","2009",518,120403,114777,19,420,98
"2020","Fiat PUNTO","2010",850,115574,110117,27,620,230
"2020","Fiat PUNTO","2011",338,101057,100039,28,243,95
"2020","Fiat PUNTO","2012",171,88517,83763,22,134,37
"2020","Fiat PUNTO","2014",.,.,.,.,.,.
"2020","Fiat PUNTO","2013",245,83647,77777,23,189,56
"2020","Fiat PUNTO","2015",.,.,.,.,.,.
"2020","Fiat PUNTO","2016",.,.,.,.,.,.
"2020","Fiat PUNTO","2017",.,.,.,.,.,.
"2020","Fiat STILO","Years in total",1982,183472,181915,44,1108,874
"2020","Fiat STILO","2002",.,.,.,.,.,.
"2020","Fiat STILO","2003",.,.,.,.,.,.
"2020","Fiat STILO","2004",.,.,.,.,.,.
"2020","Fiat STILO","2005",943,185693,184570,45,522,421
"2020","Fiat STILO","2006",707,176710,176097,45,387,320
"2020","Fiat STILO","2007",273,186518,181524,40,165,108
"2020","Fiat STILO","2008",.,.,.,.,.,.
"2020","Fiat STILO","2009",.,.,.,.,.,.
"2020","Fiat STILO","2010",.,.,.,.,.,.
"2020","Fiat STILO","2011",.,.,.,.,.,.
"2020","Fiat STILO","2012",.,.,.,.,.,.
"2020","Fiat STILO","2014",.,.,.,.,.,.
"2020","Fiat STILO","2013",.,.,.,.,.,.
"2020","Fiat STILO","2015",.,.,.,.,.,.
"2020","Fiat STILO","2016",.,.,.,.,.,.
"2020","Fiat STILO","2017",.,.,.,.,.,.
"2020","Ford - Models in total","Years in total",89452,172301,161648,20,71120,18332
"2020","Ford - Models in total","2002",.,.,.,.,.,.
"2020","Ford - Models in total","2003",.,.,.,.,.,.
"2020","Ford - Models in total","2004",.,.,.,.,.,.
"2020","Ford - Models in total","2005",10209,220429,217095,32,6965,3244
"2020","Ford - Models in total","2006",9203,213032,209198,28,6653,2550
"2020","Ford - Models in total","2007",8111,221799,211809,27,5888,2223
"2020","Ford - Models in total","2008",9638,223937,218948,26,7089,2549
"2020","Ford - Models in total","2009",7967,193134,180559,24,6039,1928
"2020","Ford - Models in total","2010",9487,175390,163176,22,7391,2096
"2020","Ford - Models in total","2011",6726,167279,156287,19,5428,1298
"2020","Ford - Models in total","2012",4941,148759,137779,17,4106,835
"2020","Ford - Models in total","2014",1359,146281,115286,11,1205,154
"2020","Ford - Models in total","2013",4704,129306,116610,14,4033,671
"2020","Ford - Models in total","2015",8013,94172,83836,6,7529,484
"2020","Ford - Models in total","2016",1593,104211,78493,7,1482,111
"2020","Ford - Models in total","2017",7501,60969,51514,3,7312,189
"2020","Ford B-MAX","Years in total",564,74895,70996,11,500,64
"2020","Ford B-MAX","2002",.,.,.,.,.,.
"2020","Ford B-MAX","2003",.,.,.,.,.,.
"2020","Ford B-MAX","2004",.,.,.,.,.,.
"2020","Ford B-MAX","2005",.,.,.,.,.,.
"2020","Ford B-MAX","2006",.,.,.,.,.,.
"2020","Ford B-MAX","2007",.,.,.,.,.,.
"2020","Ford B-MAX","2008",.,.,.,.,.,.
"2020","Ford B-MAX","2009",.,.,.,.,.,.
"2020","Ford B-MAX","2010",.,.,.,.,.,.
"2020","Ford B-MAX","2011",.,.,.,.,.,.
"2020","Ford B-MAX","2012",.,.,.,.,.,.
"2020","Ford B-MAX","2014",.,.,.,.,.,.
"2020","Ford B-MAX","2013",169,93391,89944,19,137,32
"2020","Ford B-MAX","2015",215,62241,59278,5,205,10
"2020","Ford B-MAX","2016",.,.,.,.,.,.
"2020","Ford B-MAX","2017",.,.,.,.,.,.
"2020","Ford C-MAX","Years in total",2033,139603,129749,13,1766,267
"2020","Ford C-MAX","2002",.,.,.,.,.,.
"2020","Ford C-MAX","2003",.,.,.,.,.,.
"2020","Ford C-MAX","2004",.,.,.,.,.,.
"2020","Ford C-MAX","2005",.,.,.,.,.,.
"2020","Ford C-MAX","2006",.,.,.,.,.,.
"2020","Ford C-MAX","2007",.,.,.,.,.,.
"2020","Ford C-MAX","2008",175,230942,235063,33,117,58
"2020","Ford C-MAX","2009",173,190789,184781,25,130,43
"2020","Ford C-MAX","2010",266,167067,167452,21,210,56
"2020","Ford C-MAX","2011",362,176112,168517,13,316,46
"2020","Ford C-MAX","2012",243,151560,147064,16,205,38
"2020","Ford C-MAX","2014",.,.,.,.,.,.
"2020","Ford C-MAX","2013",188,120150,117608,7,175,13
"2020","Ford C-MAX","2015",230,85230,79355,2,225,5
"2020","Ford C-MAX","2016",.,.,.,.,.,.
"2020","Ford C-MAX","2017",308,47886,45011,1,306,2
"2020","Ford ECOSPORT","Years in total",222,43838,41129,4,213,9
"2020","Ford ECOSPORT","2002",.,.,.,.,.,.
"2020","Ford ECOSPORT","2003",.,.,.,.,.,.
"2020","Ford ECOSPORT","2004",.,.,.,.,.,.
"2020","Ford ECOSPORT","2005",.,.,.,.,.,.
"2020","Ford ECOSPORT","2006",.,.,.,.,.,.
"2020","Ford ECOSPORT","2007",.,.,.,.,.,.
"2020","Ford ECOSPORT","2008",.,.,.,.,.,.
"2020","Ford ECOSPORT","2009",.,.,.,.,.,.
"2020","Ford ECOSPORT","2010",.,.,.,.,.,.
"2020","Ford ECOSPORT","2011",.,.,.,.,.,.
"2020","Ford ECOSPORT","2012",.,.,.,.,.,.
"2020","Ford ECOSPORT","2014",.,.,.,.,.,.
"2020","Ford ECOSPORT","2013",.,.,.,.,.,.
"2020","Ford ECOSPORT","2015",.,.,.,.,.,.
"2020","Ford ECOSPORT","2016",.,.,.,.,.,.
"2020","Ford ECOSPORT","2017",211,43142,40945,4,203,8
"2020","Ford EDGE","Years in total",177,75501,65067,6,166,11
"2020","Ford EDGE","2002",.,.,.,.,.,.
"2020","Ford EDGE","2003",.,.,.,.,.,.
"2020","Ford EDGE","2004",.,.,.,.,.,.
"2020","Ford EDGE","2005",.,.,.,.,.,.
"2020","Ford EDGE","2006",.,.,.,.,.,.
"2020","Ford EDGE","2007",.,.,.,.,.,.
"2020","Ford EDGE","2008",.,.,.,.,.,.
"2020","Ford EDGE","2009",.,.,.,.,.,.
"2020","Ford EDGE","2010",.,.,.,.,.,.
"2020","Ford EDGE","2011",.,.,.,.,.,.
"2020","Ford EDGE","2012",.,.,.,.,.,.
"2020","Ford EDGE","2014",.,.,.,.,.,.
"2020","Ford EDGE","2013",.,.,.,.,.,.
"2020","Ford EDGE","2015",.,.,.,.,.,.
"2020","Ford EDGE","2016",.,.,.,.,.,.
"2020","Ford EDGE","2017",160,69788,62454,5,152,8
"2020","Ford FIESTA","Years in total",14853,102016,91914,17,12254,2599
"2020","Ford FIESTA","2002",.,.,.,.,.,.
"2020","Ford FIESTA","2003",.,.,.,.,.,.
"2020","Ford FIESTA","2004",.,.,.,.,.,.
"2020","Ford FIESTA","2005",759,162316,161259,17,633,126
"2020","Ford FIESTA","2006",686,155185,147764,18,561,125
"2020","Ford FIESTA","2007",661,139909,132241,12,580,81
"2020","Ford FIESTA","2008",727,136416,129936,16,614,113
"2020","Ford FIESTA","2009",1634,136001,128270,29,1166,468
"2020","Ford FIESTA","2010",2069,120764,115278,28,1495,574
"2020","Ford FIESTA","2011",1267,110153,104109,25,945,322
"2020","Ford FIESTA","2012",1021,99963,96909,19,827,194
"2020","Ford FIESTA","2014",307,80243,75871,13,267,40
"2020","Ford FIESTA","2013",1309,87941,84782,18,1070,239
"2020","Ford FIESTA","2015",2288,64827,60996,10,2052,236
"2020","Ford FIESTA","2016",317,57249,52935,12,278,39
"2020","Ford FIESTA","2017",1808,40997,37807,2,1766,42
"2020","Ford FOCUS","Years in total",35063,172050,166897,22,27333,7730
"2020","Ford FOCUS","2002",.,.,.,.,.,.
"2020","Ford FOCUS","2003",.,.,.,.,.,.
"2020","Ford FOCUS","2004",.,.,.,.,.,.
"2020","Ford FOCUS","2005",5821,217485,215820,33,3903,1918
"2020","Ford FOCUS","2006",4951,210463,207506,28,3541,1410
"2020","Ford FOCUS","2007",3244,201918,196901,28,2326,918
"2020","Ford FOCUS","2008",3966,214399,207106,30,2789,1177
"2020","Ford FOCUS","2009",2671,184263,176555,24,2028,643
"2020","Ford FOCUS","2010",3069,163999,157258,20,2454,615
"2020","Ford FOCUS","2011",2479,153279,147298,16,2076,403
"2020","Ford FOCUS","2012",2012,137063,132958,15,1716,296
"2020","Ford FOCUS","2014",413,109800,107559,7,384,29
"2020","Ford FOCUS","2013",1432,117913,114950,12,1263,169
"2020","Ford FOCUS","2015",2271,87841,83172,4,2173,98
"2020","Ford FOCUS","2016",496,74715,72064,3,483,13
"2020","Ford FOCUS","2017",2238,53018,50245,2,2197,41
"2020","Ford FOCUS C-MAX","Years in total",1298,218420,213021,31,894,404
"2020","Ford FOCUS C-MAX","2002",.,.,.,.,.,.
"2020","Ford FOCUS C-MAX","2003",.,.,.,.,.,.
"2020","Ford FOCUS C-MAX","2004",.,.,.,.,.,.
"2020","Ford FOCUS C-MAX","2005",406,238268,225278,37,257,149
"2020","Ford FOCUS C-MAX","2006",340,216926,213297,30,239,101
"2020","Ford FOCUS C-MAX","2007",306,199759,192418,27,223,83
"2020","Ford FOCUS C-MAX","2008",240,212176,211083,29,170,70
"2020","Ford FOCUS C-MAX","2009",.,.,.,.,.,.
"2020","Ford FOCUS C-MAX","2010",.,.,.,.,.,.
"2020","Ford FOCUS C-MAX","2011",.,.,.,.,.,.
"2020","Ford FOCUS C-MAX","2012",.,.,.,.,.,.
"2020","Ford FOCUS C-MAX","2014",.,.,.,.,.,.
"2020","Ford FOCUS C-MAX","2013",.,.,.,.,.,.
"2020","Ford FOCUS C-MAX","2015",.,.,.,.,.,.
"2020","Ford FOCUS C-MAX","2016",.,.,.,.,.,.
"2020","Ford FOCUS C-MAX","2017",.,.,.,.,.,.
"2020","Ford FUSION","Years in total",1416,136481,131901,10,1271,145
"2020","Ford FUSION","2002",.,.,.,.,.,.
"2020","Ford FUSION","2003",.,.,.,.,.,.
"2020","Ford FUSION","2004",.,.,.,.,.,.
"2020","Ford FUSION","2005",120,175076,174954,22,94,26
"2020","Ford FUSION","2006",141,161459,157759,11,126,15
"2020","Ford FUSION","2007",.,.,.,.,.,.
"2020","Ford FUSION","2008",397,141677,138464,10,357,40
"2020","Ford FUSION","2009",256,124762,123020,7,239,17
"2020","Ford FUSION","2010",313,119620,115298,10,281,32
"2020","Ford FUSION","2011",.,.,.,.,.,.
"2020","Ford FUSION","2012",.,.,.,.,.,.
"2020","Ford FUSION","2014",.,.,.,.,.,.
"2020","Ford FUSION","2013",.,.,.,.,.,.
"2020","Ford FUSION","2015",.,.,.,.,.,.
"2020","Ford FUSION","2016",.,.,.,.,.,.
"2020","Ford FUSION","2017",.,.,.,.,.,.
"2020","Ford GALAXY","Years in total",1271,263318,256073,27,923,348
"2020","Ford GALAXY","2002",.,.,.,.,.,.
"2020","Ford GALAXY","2003",.,.,.,.,.,.
"2020","Ford GALAXY","2004",.,.,.,.,.,.
"2020","Ford GALAXY","2005",.,.,.,.,.,.
"2020","Ford GALAXY","2006",148,287696,281800,27,108,40
"2020","Ford GALAXY","2007",186,288130,278084,35,120,66
"2020","Ford GALAXY","2008",209,280350,268738,28,150,59
"2020","Ford GALAXY","2009",130,268722,263216,28,93,37
"2020","Ford GALAXY","2010",168,272468,254233,24,128,40
"2020","Ford GALAXY","2011",117,275037,231829,32,79,38
"2020","Ford GALAXY","2012",.,.,.,.,.,.
"2020","Ford GALAXY","2014",.,.,.,.,.,.
"2020","Ford GALAXY","2013",.,.,.,.,.,.
"2020","Ford GALAXY","2015",.,.,.,.,.,.
"2020","Ford GALAXY","2016",.,.,.,.,.,.
"2020","Ford GALAXY","2017",.,.,.,.,.,.
"2020","Ford GRAND C-MAX","Years in total",1068,159787,155420,13,933,135
"2020","Ford GRAND C-MAX","2002",.,.,.,.,.,.
"2020","Ford GRAND C-MAX","2003",.,.,.,.,.,.
"2020","Ford GRAND C-MAX","2004",.,.,.,.,.,.
"2020","Ford GRAND C-MAX","2005",.,.,.,.,.,.
"2020","Ford GRAND C-MAX","2006",.,.,.,.,.,.
"2020","Ford GRAND C-MAX","2007",.,.,.,.,.,.
"2020","Ford GRAND C-MAX","2008",.,.,.,.,.,.
"2020","Ford GRAND C-MAX","2009",.,.,.,.,.,.
"2020","Ford GRAND C-MAX","2010",.,.,.,.,.,.
"2020","Ford GRAND C-MAX","2011",355,198293,192166,19,289,66
"2020","Ford GRAND C-MAX","2012",232,183412,176000,14,199,33
"2020","Ford GRAND C-MAX","2014",.,.,.,.,.,.
"2020","Ford GRAND C-MAX","2013",168,153903,146375,12,148,20
"2020","Ford GRAND C-MAX","2015",163,109410,107816,3,158,5
"2020","Ford GRAND C-MAX","2016",.,.,.,.,.,.
"2020","Ford GRAND C-MAX","2017",.,.,.,.,.,.
"2020","Ford KA","Years in total",1425,105833,101547,27,1034,391
"2020","Ford KA","2002",.,.,.,.,.,.
"2020","Ford KA","2003",.,.,.,.,.,.
"2020","Ford KA","2004",.,.,.,.,.,.
"2020","Ford KA","2005",.,.,.,.,.,.
"2020","Ford KA","2006",269,107828,108345,30,188,81
"2020","Ford KA","2007",134,106185,105631,25,100,34
"2020","Ford KA","2008",150,105877,100984,19,121,29
"2020","Ford KA","2009",411,115606,108240,25,307,104
"2020","Ford KA","2010",208,100544,94746,33,140,68
"2020","Ford KA","2011",124,92586,89954,31,85,39
"2020","Ford KA","2012",.,.,.,.,.,.
"2020","Ford KA","2014",.,.,.,.,.,.
"2020","Ford KA","2013",.,.,.,.,.,.
"2020","Ford KA","2015",.,.,.,.,.,.
"2020","Ford KA","2016",.,.,.,.,.,.
"2020","Ford KA","2017",.,.,.,.,.,.
"2020","Ford KA+","Years in total",102,33397,30944,2,100,2
"2020","Ford KA+","2002",.,.,.,.,.,.
"2020","Ford KA+","2003",.,.,.,.,.,.
"2020","Ford KA+","2004",.,.,.,.,.,.
"2020","Ford KA+","2005",.,.,.,.,.,.
"2020","Ford KA+","2006",.,.,.,.,.,.
"2020","Ford KA+","2007",.,.,.,.,.,.
"2020","Ford KA+","2008",.,.,.,.,.,.
"2020","Ford KA+","2009",.,.,.,.,.,.
"2020","Ford KA+","2010",.,.,.,.,.,.
"2020","Ford KA+","2011",.,.,.,.,.,.
"2020","Ford KA+","2012",.,.,.,.,.,.
"2020","Ford KA+","2014",.,.,.,.,.,.
"2020","Ford KA+","2013",.,.,.,.,.,.
"2020","Ford KA+","2015",.,.,.,.,.,.
"2020","Ford KA+","2016",.,.,.,.,.,.
"2020","Ford KA+","2017",.,.,.,.,.,.
"2020","Ford KUGA","Years in total",2477,147790,128397,9,2252,225
"2020","Ford KUGA","2002",.,.,.,.,.,.
"2020","Ford KUGA","2003",.,.,.,.,.,.
"2020","Ford KUGA","2004",.,.,.,.,.,.
"2020","Ford KUGA","2005",.,.,.,.,.,.
"2020","Ford KUGA","2006",.,.,.,.,.,.
"2020","Ford KUGA","2007",.,.,.,.,.,.
"2020","Ford KUGA","2008",213,261124,262397,19,173,40
"2020","Ford KUGA","2009",194,257780,243482,18,159,35
"2020","Ford KUGA","2010",249,220642,219654,20,199,50
"2020","Ford KUGA","2011",165,209836,206364,19,134,31
"2020","Ford KUGA","2012",120,180923,175002,23,93,27
"2020","Ford KUGA","2014",.,.,.,.,.,.
"2020","Ford KUGA","2013",276,151591,147145,5,261,15
"2020","Ford KUGA","2015",362,106234,101187,2,353,9
"2020","Ford KUGA","2016",.,.,.,.,.,.
"2020","Ford KUGA","2017",734,67713,60896,1,724,10
"2020","Ford MAVERICK","Years in total",363,212676,212653,29,256,107
"2020","Ford MAVERICK","2002",.,.,.,.,.,.
"2020","Ford MAVERICK","2003",.,.,.,.,.,.
"2020","Ford MAVERICK","2004",.,.,.,.,.,.
"2020","Ford MAVERICK","2005",209,216864,218612,31,145,64
"2020","Ford MAVERICK","2006",144,209075,206798,28,103,41
"2020","Ford MAVERICK","2007",.,.,.,.,.,.
"2020","Ford MAVERICK","2008",.,.,.,.,.,.
"2020","Ford MAVERICK","2009",.,.,.,.,.,.
"2020","Ford MAVERICK","2010",.,.,.,.,.,.
"2020","Ford MAVERICK","2011",.,.,.,.,.,.
"2020","Ford MAVERICK","2012",.,.,.,.,.,.
"2020","Ford MAVERICK","2014",.,.,.,.,.,.
"2020","Ford MAVERICK","2013",.,.,.,.,.,.
"2020","Ford MAVERICK","2015",.,.,.,.,.,.
"2020","Ford MAVERICK","2016",.,.,.,.,.,.
"2020","Ford MAVERICK","2017",.,.,.,.,.,.
"2020","Ford MONDEO","Years in total",20668,217895,214896,21,16255,4413
"2020","Ford MONDEO","2002",.,.,.,.,.,.
"2020","Ford MONDEO","2003",.,.,.,.,.,.
"2020","Ford MONDEO","2004",.,.,.,.,.,.
"2020","Ford MONDEO","2005",2361,251500,245851,34,1565,796
"2020","Ford MONDEO","2006",1743,246842,241745,30,1227,516
"2020","Ford MONDEO","2007",2581,264750,254325,30,1810,771
"2020","Ford MONDEO","2008",2894,261907,261885,26,2138,756
"2020","Ford MONDEO","2009",1974,250159,246879,22,1533,441
"2020","Ford MONDEO","2010",2397,221292,213587,19,1938,459
"2020","Ford MONDEO","2011",1355,212392,203406,18,1106,249
"2020","Ford MONDEO","2012",873,195657,189440,18,719,154
"2020","Ford MONDEO","2014",222,188817,165953,10,200,22
"2020","Ford MONDEO","2013",828,174366,166699,14,710,118
"2020","Ford MONDEO","2015",1921,119448,113111,4,1842,79
